Gene_Name,Correl_Coeffs_5CV
A1BG,-0.07326228055286521
A1CF,-0.017974942877329442
A2M,0.15706972471770458
A2ML1,0.0002128825241030252
A3GALT2,0.02944287176593973
A4GNT,0.076525526937415
AAAS,-0.006543319469687009
AACS,-0.00023352081934528978
AADAC,0.020966329532434845
AADACL2,0.029448024397147977
AADACL3,-0.010679587923087805
AADACL4,-0.019833419454272548
AADAT,-0.011824182312463757
AAGAB,0.18914607946342094
AAK1,0.17453842230718625
AAMDC,0.041386209659096035
AAMP,0.33393501668768083
AANAT,0.061495849035147175
AAR2,0.1148030426071704
AARD,0.006689911633398368
AARS1,0.09633128614286768
AARS2,0.15673992935051267
AARSD1,0.07636621889481307
AASDH,0.015178990128643979
AASDHPPT,0.0811619710619501
AASS,0.13705308150479262
AATF,0.08773841562218355
AATK,0.11749549572254689
ABAT,0.0588123947536406
ABCA1,0.10155011371964603
ABCA10,-0.042180848400582616
ABCA12,0.010241928767967198
ABCA13,0.02128102468749269
ABCA2,0.11466833699156516
ABCA3,0.07606236458116197
ABCA4,0.24523302176014167
ABCA5,-0.011752305694451525
ABCA6,0.03121892002840083
ABCA7,0.04031929538156006
ABCA8,0.028960208690768187
ABCA9,0.04205911019235511
ABCB1,0.00855254459969732
ABCB10,-0.014898745322349565
ABCB11,0.15288419689207924
ABCB4,0.08992177852232668
ABCB5,-0.026253181273260928
ABCB6,0.07735059848176924
ABCB7,0.04379458803433212
ABCB8,-0.027324944046494815
ABCB9,0.07592987187217508
ABCC1,0.04718898761433069
ABCC10,0.08497404454754352
ABCC11,0.053352031023999526
ABCC12,-0.03569970324405335
ABCC2,0.02520590790194503
ABCC3,0.030460819156773178
ABCC4,-0.0184987989891665
ABCC5,0.0037589266522068516
ABCC8,-0.021849449100255457
ABCC9,0.036107362494103255
ABCD1,0.05862156270204229
ABCD2,0.005727812309201562
ABCD3,0.15140045128511762
ABCD4,0.005591479261725696
ABCE1,0.16713116719373447
ABCF1,0.19699443948520678
ABCF3,0.011497430856689226
ABCG1,0.04267939791876892
ABCG2,-0.05208815997201367
ABCG4,0.050670523027421054
ABCG5,0.04883329062360063
ABCG8,0.007731084919387328
ABHD1,0.04725194226748371
ABHD10,0.04955131933444671
ABHD11,0.1515606354909903
ABHD12,0.10300949629956332
ABHD12B,0.04895957586491993
ABHD13,0.15784082885275943
ABHD14A,0.15740669512284816
ABHD14B,0.014992289328209635
ABHD15,0.04395194712384758
ABHD16A,0.10822381346344714
ABHD16B,0.026451010407605724
ABHD17A,0.0644021292117914
ABHD17B,-0.013976354390422824
ABHD17C,0.10835508976687196
ABHD18,0.038025306573081216
ABHD2,0.053441830974372426
ABHD3,0.08025945505429295
ABHD4,0.0248801815559521
ABHD5,0.11561915087767123
ABHD6,0.05206809990799908
ABHD8,0.01821502325707006
ABI1,0.27309624912987057
ABI2,0.0004574907422295632
ABI3,0.03587262642171337
ABI3BP,0.03245203422295762
ABITRAM,0.0983604054290835
ABL1,0.2830202582180622
ABL2,0.061913034066465554
ABLIM1,0.026717214544225692
ABLIM2,0.036265114555034283
ABLIM3,0.033303495777821934
ABR,0.07532041074351517
ABRA,-0.023735263217491424
ABRACL,0.08186704315258071
ABRAXAS1,-0.0071631727497091765
