Gene_Name,Correl_Coeffs_5CV
A1BG,0.1181846897531403
A1CF,0.1609843581538184
A2M,0.07300668150796898
A2ML1,-0.0032519016915304256
A3GALT2,0.0717462518611541
A4GNT,0.09244999413869895
AAAS,0.14513526446246713
AACS,0.19997696292911635
AADAC,0.025243406080709196
AADACL2,0.017747617529345543
AADACL3,0.012273011544464715
AADACL4,0.07687379461903081
AADAT,0.12033920971939416
AAGAB,0.27856830124035625
AAK1,0.2224611079595727
AAMDC,0.08870886636944277
AAMP,0.4662095508845159
AANAT,0.12473655965761421
AAR2,0.16687352324692775
AARD,0.13946875925670105
AARS1,0.17268128453852105
AARS2,0.39178775293479273
AARSD1,0.08902078439905546
AASDH,0.007379977994366555
AASDHPPT,0.249982847342285
AASS,0.09954951295594291
AATF,0.18074744263308526
AATK,0.14900527929390878
ABAT,0.05139017039722739
ABCA1,0.1304317373685169
ABCA10,0.11462828647904717
ABCA12,0.13140363236830244
ABCA13,0.05038573668850734
ABCA2,0.10494719740744199
ABCA3,0.06271538134268095
ABCA4,0.2819035117837114
ABCA5,0.03396228224467312
ABCA6,0.11619250011287278
ABCA7,0.0475022423117367
ABCA8,0.054287105066276084
ABCA9,0.13590383505219616
ABCB1,0.08885099460739972
ABCB10,0.12828682469819525
ABCB11,0.1323266340391193
ABCB4,0.07139423801487318
ABCB5,0.073853029424752
ABCB6,0.14499599535513558
ABCB7,0.3017969231569434
ABCB8,0.11332480281402488
ABCB9,0.09107668577276465
ABCC1,0.09322833536061144
ABCC10,0.07006994381738196
ABCC11,0.040348300251136206
ABCC12,0.03705175290613161
ABCC2,0.0335088194742507
ABCC3,0.09867329646501549
ABCC4,0.04243241533570505
ABCC5,0.11735999261424954
ABCC8,0.10425440391800411
ABCC9,0.11113671631011998
ABCD1,0.17646268390000058
ABCD2,-0.0004613685185159805
ABCD3,0.24697866447522915
ABCD4,-0.0086979048583052
ABCE1,0.3884003022837835
ABCF1,0.2459348144037003
ABCF3,0.059357607332775286
ABCG1,0.03210966350073418
ABCG2,0.08907567801440597
ABCG4,0.14981611014563428
ABCG5,0.0560289783517081
ABCG8,0.020402012260729987
ABHD1,0.1269195025954534
ABHD10,0.15187595842365534
ABHD11,0.25623481800808895
ABHD12,0.13940858410266238
ABHD12B,0.16036886724561664
ABHD13,0.22101176018527538
ABHD14A,0.1464890037396958
ABHD14B,0.03537705387492013
ABHD15,0.19417074018336183
ABHD16A,0.1961672563577565
ABHD16B,0.058575634301674784
ABHD17A,0.1745176284262088
ABHD17B,0.08564180854576173
ABHD17C,0.19060265574237167
ABHD18,0.0700530353049734
ABHD2,0.142580474315543
ABHD3,0.12811141270803655
ABHD4,-0.005534916045701876
ABHD5,0.16231451228775037
ABHD6,0.11023365777330545
ABHD8,0.09543336996387071
ABI1,0.32712608325048625
ABI2,0.1420475113053053
ABI3,0.12666420610563348
ABI3BP,0.15202726140612802
ABITRAM,0.07448336639266462
ABL1,0.24310769002887905
ABL2,0.15249222377592755
ABLIM1,0.09862729716238428
ABLIM2,0.08035948116062964
ABLIM3,0.051310793810001976
ABR,0.16067203196662247
ABRA,0.0806196628886143
ABRACL,0.008762288257829345
ABRAXAS1,0.06208324880474018
ABRAXAS2,0.22235336545115728
ABT1,0.2080927451654047
ABTB1,0.15253364169815592
ABTB2,0.11723036970696062
BTBD11,0.13775931938307776
ACAA1,0.11817093265626284
ACAA2,0.1673136138091814
ACACA,0.2570292404411485
ACACB,0.15575036218674249
ACAD10,0.01292189933272859
ACAD11,0.03553260941782168
ACAD8,0.22679958962454022
ACAD9,0.3056104267586229
ACADL,0.05122565596748847
ACADM,0.06549398861573923
ACADS,0.13619197277064615
ACADSB,0.06430638123644147
ACADVL,0.032968232592662634
ACAN,0.13362361071107154
ACAP1,-0.03486307611524377
ACAP2,0.10247201814665977
ACAP3,0.20210596968062494
ACAT1,0.07826739950071937
ACAT2,0.25008435536240886
ACBD3,0.1733886165049427
ACBD4,0.23917250657609154
ACBD5,0.04686235442287455
ACBD6,0.1764405572195718
ACBD7,0.11546768773347786
ACCS,0.07105230741600914
ACCSL,0.05930637052929252
