Gene_Name,Correl_Coeffs_5CV
A1BG,0.0798028823316314
A1CF,0.10753399118075369
A2M,0.05716716354594017
A2ML1,0.005554549619356669
A3GALT2,0.051728603263839754
A4GNT,0.1022789865628612
AAAS,0.11183810812391429
AACS,0.15781245119782433
AADAC,0.07552791365108698
AADACL2,0.015802114211572016
AADACL3,0.06411016615867846
AADACL4,0.07378347384091866
AADAT,0.03427412958880867
AAGAB,0.2050295508280109
AAK1,0.19983068377360547
AAMDC,0.07926460819572638
AAMP,0.3500355149569493
AANAT,0.03045879777018014
AAR2,0.14712108974321347
AARD,0.14769120439176137
AARS1,0.11619940060837955
AARS2,0.30048914731669124
AARSD1,0.04055103475225538
AASDH,0.04075504537574216
AASDHPPT,0.19578957230609068
AASS,0.03721836818268755
AATF,0.0661347780108662
AATK,0.10359262711265474
ABAT,0.018724741747197078
ABCA1,0.07009007913825821
ABCA10,0.06683674176495807
ABCA12,0.10371182671904058
ABCA13,0.10523558719705321
ABCA2,0.08893135903511165
ABCA3,0.0551850305878287
ABCA4,0.2614995753936572
ABCA5,0.011110832146907026
ABCA6,0.08292243244551144
ABCA7,0.02793061905707086
ABCA8,-0.004756229189576669
ABCA9,0.06185933785066246
ABCB1,0.1045688450401459
ABCB10,0.12117938232855267
ABCB11,0.03477257470894755
ABCB4,0.030864509810048863
ABCB5,0.06441302772004637
ABCB6,0.12248731576146485
ABCB7,0.14407144763084415
ABCB8,0.02434187647357008
ABCB9,0.06128269759200877
ABCC1,0.09174566981644967
ABCC10,0.0575229413762093
ABCC11,0.031531597843076686
ABCC12,0.09420067262541643
ABCC2,0.017441655877567196
ABCC3,0.072689939784435
ABCC4,0.007180393530485741
ABCC5,0.10020009601066844
ABCC8,0.026174946970279434
ABCC9,0.06235604275570059
ABCD1,0.09621601864606459
ABCD2,0.02076637672209814
ABCD3,0.1509447619218935
ABCD4,-0.061493006513015036
ABCE1,0.30499579964839957
ABCF1,0.19390790621154208
ABCF3,0.046487054083006116
ABCG1,-0.030401535608477758
ABCG2,0.050919500062846304
ABCG4,0.10984515920611011
ABCG5,0.09912161841042236
