Gene_Name,Correl_Coeffs_5CV
A1BG,0.024840506866658944
A1CF,0.05250677586458036
A2M,0.05531158105998496
A2ML1,0.019761389102282888
A3GALT2,0.06587551331215674
A4GNT,0.09592001626071957
AAAS,-0.015093227497653166
AACS,0.041608536634185886
AADAC,0.018455878579952
AADACL2,0.0031638968820029887
AADACL3,-0.013627344526556066
AADACL4,-0.002141872853940424
AADAT,-0.02324585525382099
AAGAB,0.17098397281433134
AAK1,0.14230734548788204
AAMDC,0.043210738572172856
AAMP,0.32436018000813793
AANAT,0.032700647967275495
AAR2,0.12156920889275018
AARD,0.07771143934732798
AARS1,0.08519216854419434
AARS2,0.2167489207512811
AARSD1,0.09784053641582405
AASDH,-0.02276972547657389
AASDHPPT,0.13023661985953308
AASS,0.10618790307229306
AATF,0.045786292083000404
AATK,0.1412912746756658
ABAT,0.03547402945892528
ABCA1,0.0762282069380989
ABCA10,0.013316104750801843
ABCA12,0.07070992141305955
ABCA13,0.01587589072219448
ABCA2,0.05939511884351236
ABCA3,0.04000893643818931
ABCA4,0.294798327618785
ABCA5,0.056500071333826195
ABCA6,0.06889812471570775
ABCA7,0.0844262014267043
ABCA8,0.039236994221035805
ABCA9,0.0771932040934443
ABCB1,-0.01648235932201674
ABCB10,0.006697228671122374
ABCB11,0.12382341894101492
ABCB4,0.06610408525148986
ABCB5,-0.004992727362357216
ABCB6,0.10362963688006847
ABCB7,0.09023830408313818
ABCB8,0.009304613987920148
ABCB9,0.07277303930458605
ABCC1,0.04628685428462524
ABCC10,0.12724259877782113
ABCC11,0.10118455763738429
ABCC12,0.013555073809119116
ABCC2,-0.03661137062350221
ABCC3,0.026757282247399906
ABCC4,-0.06254095136824353
ABCC5,0.01820927008536865
ABCC8,0.06199285545706623
ABCC9,0.016843701309646665
ABCD1,0.0657483399797684
ABCD2,0.033829742228014235
ABCD3,0.17964595079593076
ABCD4,0.020138095663400652
ABCE1,0.19106599308238334
ABCF1,0.1913168846996182
ABCF3,0.04432654536246099
ABCG1,-0.051651726750509955
ABCG2,-0.018342471205082162
ABCG4,0.10878914016106064
ABCG5,0.016015686293666537
ABCG8,-0.008475748275528123
ABHD1,0.06966304835439281
ABHD10,0.021199935735587684
ABHD11,0.20956300132401018
ABHD12,0.04871154163752606
ABHD12B,0.09844798178056814
ABHD13,0.14472315753976317
ABHD14A,0.14610692257942007
ABHD14B,0.03635776488822568
ABHD15,0.07991573567155538
ABHD16A,0.12623388544536987
ABHD16B,0.0184665130257905
ABHD17A,0.04994684643201601
ABHD17B,-0.030179715545124226
ABHD17C,0.0665177729795409
ABHD18,0.003608743192398598
ABHD2,0.10515975304833147
ABHD3,0.10989962892439593
ABHD4,0.03390344742639452
ABHD5,0.19029239714457272
ABHD6,0.07785363124351025
ABHD8,0.07489923532161279
ABI1,0.2683805894470128
ABI2,0.012861491754943758
ABI3,0.019391223644780364
ABI3BP,0.06432275911462362
ABITRAM,0.10342759990808044
ABL1,0.2425895287515242
ABL2,0.050040551718567694
ABLIM1,0.008744990614336893
ABLIM2,0.04042409787813338
ABLIM3,0.0067993778049412115
ABR,0.06379174680371029
ABRA,0.03937447360000305
ABRACL,0.08024142754029005
ABRAXAS1,-0.009015750914684505
ABRAXAS2,0.10382922946780235
ABT1,0.11791022161893035
