Gene_Name,Correl_Coeffs_5CV
A1BG,0.05461902597295696
A1CF,0.04868014601675465
A2M,0.06758861069320402
A2ML1,0.029098107266459623
A3GALT2,0.02838415914219024
A4GNT,0.06058371091372753
AAAS,0.08788311795247164
AACS,0.12909836629422386
AADAC,0.0877212172329659
AADACL2,0.008258499150237072
AADACL3,-0.019575060682941743
AADACL4,0.05658249124867644
AADAT,-0.026280494770760644
AAGAB,0.18702608468094253
AAK1,0.15819947994223785
AAMDC,0.03810204592373108
AAMP,0.25589188605234225
AANAT,0.021363013733780262
AAR2,0.1366563939586507
AARD,0.07373733040611317
AARS1,0.09014216382369387
AARS2,0.3082767975672215
AARSD1,0.10775633963625078
AASDH,0.00901871193756496
AASDHPPT,0.17697810149388546
AASS,0.08498485818422671
AATF,0.07531129868523723
AATK,0.11936702084603754
ABAT,0.03909926113991853
ABCA1,0.05359838627368002
ABCA10,0.040709078101484844
ABCA12,0.029521770580141455
ABCA13,0.012402919176330105
ABCA2,0.018801331499398128
ABCA3,0.06703466196978945
ABCA4,0.2679978463009217
ABCA5,0.06571187666837873
ABCA6,0.05009335601147378
ABCA7,0.0797869588057221
ABCA8,0.03356302860183335
ABCA9,0.05570763396032361
ABCB1,0.052462258452084444
ABCB10,0.06243839534097138
ABCB11,0.08082582874246043
ABCB4,-0.015645405351364446
ABCB5,0.014023957418055075
ABCB6,0.07499679095430065
ABCB7,0.13913317706784945
ABCB8,0.06435915196020178
ABCB9,0.016527760587123227
ABCC1,0.01828295524589859
ABCC10,0.07912719237691365
ABCC11,0.09830898555291685
ABCC12,0.044691170923974496
ABCC2,0.028467930660740458
ABCC3,0.05725614528421892
ABCC4,-0.03707108691923935
ABCC5,0.09256908126645037
ABCC8,0.0034210973683187597
ABCC9,0.03323769202339162
ABCD1,0.07666002070563117
ABCD2,0.08362149199204003
ABCD3,0.1494603697312815
ABCD4,-0.006158143733984657
ABCE1,0.23380442377366392
ABCF1,0.18644798031360785
ABCF3,0.030099014378593008
ABCG1,-0.0551060291597172
ABCG2,0.017632731720407392
ABCG4,0.07949972336074529
ABCG5,0.025643956961180853
ABCG8,0.011132278642963032
ABHD1,0.048124020070810555
ABHD10,0.09740456445155928
ABHD11,0.21218598336573216
